name,timestamp,total_Runtime,run,cache,saveTime,queryStr,loadTime,saveMode,output,queryTime,input,numPartitions,spark.driver.host,spark.driver.port,spark.jars,spark.app.name,spark.executor.id,spark.submit.deployMode,spark.master,spark.app.id,description
sql,1552939731292,405299474,24,false,0,select input.c1 from input where input.c1 < -0.9,378558863,error,"",26740611,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939732152,403549582,25,false,0,select input.c1 from input where input.c1 < -0.9,344532638,error,"",59016944,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939732847,146892544,26,false,0,select input.c1 from input where input.c1 < -0.9,136303635,error,"",10588909,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939733196,192635739,27,false,0,select input.c1 from input where input.c1 < -0.9,178246957,error,"",14388782,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939733546,161848485,28,false,0,select input.c1 from input where input.c1 < -0.9,151840960,error,"",10007525,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939733951,160330649,29,false,0,select input.c1 from input where input.c1 < -0.9,144647001,error,"",15683648,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939734343,212877318,30,false,0,select input.c1 from input where input.c1 < -0.9,201106989,error,"",11770329,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939734816,135536270,31,false,0,select input.c1 from input where input.c1 < -0.9,127908659,error,"",7627611,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939735083,167741708,32,false,0,select input.c1 from input where input.c1 < -0.9,160653739,error,"",7087969,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939735451,135520045,33,false,0,select input.c1 from input where input.c1 < -0.9,123424799,error,"",12095246,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939735713,176676067,34,false,0,select input.c1 from input where input.c1 < -0.9,144269993,error,"",32406074,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939736044,172819681,35,false,0,select input.c1 from input where input.c1 < -0.9,154480777,error,"",18338904,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939736570,127369450,36,false,0,select input.c1 from input where input.c1 < -0.9,113665976,error,"",13703474,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939736904,144848695,37,false,0,select input.c1 from input where input.c1 < -0.9,124314683,error,"",20534012,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939737233,299098537,38,false,0,select input.c1 from input where input.c1 < -0.9,280784169,error,"",18314368,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939737946,496304243,39,false,0,select input.c1 from input where input.c1 < -0.9,484664818,error,"",11639425,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939738723,170899084,40,false,0,select input.c1 from input where input.c1 < -0.9,161055632,error,"",9843452,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939739307,109209283,41,false,0,select input.c1 from input where input.c1 < -0.9,89796129,error,"",19413154,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939739552,140301455,42,false,0,select input.c1 from input where input.c1 < -0.9,128298794,error,"",12002661,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939739881,154724635,43,false,0,select input.c1 from input where input.c1 < -0.9,140925307,error,"",13799328,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939740209,167039198,44,false,0,select input.c1 from input where input.c1 < -0.9,136922307,error,"",30116891,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939740535,169628132,45,false,0,select input.c1 from input where input.c1 < -0.9,118367935,error,"",51260197,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939741044,172839155,46,false,0,select input.c1 from input where input.c1 < -0.9,161326701,error,"",11512454,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939741346,140440323,47,false,0,select input.c1 from input where input.c1 < -0.9,119893135,error,"",20547188,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939741659,172828449,48,false,0,select input.c1 from input where input.c1 < -0.9,148255543,error,"",24572906,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939741998,183485865,49,false,0,select input.c1 from input where input.c1 < -0.9,175100785,error,"",8385080,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939742323,209175043,50,false,0,select input.c1 from input where input.c1 < -0.9,168009353,error,"",41165690,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939742821,129877210,51,false,0,select input.c1 from input where input.c1 < -0.9,101301098,error,"",28576112,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939743279,131723190,52,false,0,select input.c1 from input where input.c1 < -0.9,116014506,error,"",15708684,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939743567,170394051,53,false,0,select input.c1 from input where input.c1 < -0.9,144526490,error,"",25867561,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939743879,145363731,54,false,0,select input.c1 from input where input.c1 < -0.9,135097175,error,"",10266556,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939744176,228679684,55,false,0,select input.c1 from input where input.c1 < -0.9,219022779,error,"",9656905,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939744652,188891359,56,false,0,select input.c1 from input where input.c1 < -0.9,171218950,error,"",17672409,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
sql,1552939744992,97166137,57,false,0,select input.c1 from input where input.c1 < -0.9,87343474,error,"",9822663,/tmp/spark-bench-test/kmeans-data.parquet,"",spark-master,44457,file:/usr/spark-bench/spark-bench_2.3.0_0.4.0-RELEASE/lib/spark-bench-2.3.0_0.4.0-RELEASE.jar,com.ibm.sparktc.sparkbench.cli.CLIKickoff,driver,client,spark://spark-master:7077,app-20190318200803-0001,Read data from data source
